country_iso3,country_name,year,pathway,vulnerability,resilience,risk,vulnerability_level,resilience_level,risk_level,n_indicators
SYR,Syrian Arab Republic,2020,Overall,0.7285,0.1323,0.7981,high,very low,high,15
SYR,Syrian Arab Republic,2021,Overall,0.7214,0.135,0.7932,high,very low,high,15
SYR,Syrian Arab Republic,2022,Overall,0.6995,0.1274,0.7861,high,very low,high,15
SYR,Syrian Arab Republic,2023,Overall,0.7044,0.1274,0.7885,high,very low,high,15
SYR,Syrian Arab Republic,2024,Overall,0.6035,0.1305,0.7365,high,very low,high,15
TUN,Tunisia,2005,Climate,0.2123,0.2715,0.4704,low,low,moderate,2
TUN,Tunisia,2006,Climate,0.2149,0.2677,0.4736,low,low,moderate,2
TUN,Tunisia,2007,Climate,0.1999,0.2639,0.468,very low,low,moderate,2
TUN,Tunisia,2008,Climate,0.1814,0.2601,0.4606,very low,low,moderate,2
TUN,Tunisia,2009,Climate,0.1956,0.2344,0.4806,very low,low,moderate,2
TUN,Tunisia,2010,Climate,0.1579,0.2088,0.4746,very low,low,moderate,2
TUN,Tunisia,2011,Climate,0.175,0.1832,0.4959,very low,very low,moderate,2
TUN,Tunisia,2012,Climate,0.1919,0.1573,0.5173,very low,very low,moderate,2
TUN,Tunisia,2013,Climate,0.1842,0.1315,0.5264,very low,very low,moderate,2
TUN,Tunisia,2014,Climate,0.1983,0.1056,0.5463,very low,very low,moderate,2
TUN,Tunisia,2015,Climate,0.2131,0.0798,0.5667,low,very low,moderate,2
TUN,Tunisia,2016,Climate,0.1972,0.0539,0.5716,very low,very low,moderate,2
TUN,Tunisia,2017,Climate,0.208,0.1047,0.5516,low,very low,moderate,2
TUN,Tunisia,2018,Climate,0.2291,0.04,0.5945,low,very low,moderate,2
TUN,Tunisia,2019,Climate,0.2262,0.0369,0.5947,low,very low,moderate,2
TUN,Tunisia,2020,Climate,0.2408,0.0189,0.611,low,very low,high,2
TUN,Tunisia,2021,Climate,0.2338,0.0189,0.6075,low,very low,high,2
TUN,Tunisia,2022,Climate,0.2509,0.0189,0.616,low,very low,high,2
TUN,Tunisia,2023,Climate,0.2194,0.0189,0.6002,low,very low,high,2
TUN,Tunisia,2024,Climate,0.2256,0.0189,0.6033,low,very low,high,2
TUN,Tunisia,2005,Conflict,0.256,0.3611,0.4475,low,low,moderate,7
TUN,Tunisia,2006,Conflict,0.2516,0.3635,0.444,low,low,moderate,7
TUN,Tunisia,2007,Conflict,0.2494,0.3576,0.4459,low,low,moderate,7
TUN,Tunisia,2008,Conflict,0.2575,0.3592,0.4491,low,low,moderate,7
TUN,Tunisia,2009,Conflict,0.258,0.3552,0.4514,low,low,moderate,7
TUN,Tunisia,2010,Conflict,0.267,0.349,0.459,low,low,moderate,7
TUN,Tunisia,2011,Conflict,0.3585,0.4049,0.4768,low,moderate,moderate,7
TUN,Tunisia,2012,Conflict,0.2949,0.4096,0.4427,low,moderate,moderate,7
TUN,Tunisia,2013,Conflict,0.3945,0.4128,0.4909,low,moderate,moderate,7
TUN,Tunisia,2014,Conflict,0.3764,0.4297,0.4734,low,moderate,moderate,7
TUN,Tunisia,2015,Conflict,0.3821,0.4378,0.4721,low,moderate,moderate,7
TUN,Tunisia,2016,Conflict,0.3926,0.4399,0.4764,low,moderate,moderate,7
TUN,Tunisia,2017,Conflict,0.3829,0.4311,0.4759,low,moderate,moderate,7
TUN,Tunisia,2018,Conflict,0.3707,0.4284,0.4712,low,moderate,moderate,7
TUN,Tunisia,2019,Conflict,0.2874,0.4356,0.4259,low,moderate,moderate,7
TUN,Tunisia,2020,Conflict,0.3622,0.4429,0.4597,low,moderate,moderate,7
TUN,Tunisia,2021,Conflict,0.2111,0.433,0.3891,low,moderate,low,7
TUN,Tunisia,2022,Conflict,0.216,0.4143,0.4008,low,moderate,moderate,7
TUN,Tunisia,2023,Conflict,0.2184,0.4084,0.405,low,moderate,moderate,7
TUN,Tunisia,2024,Conflict,0.2283,0.3998,0.4143,low,low,moderate,7
TUN,Tunisia,2005,Development,0.2891,0.4678,0.4106,low,moderate,moderate,9
TUN,Tunisia,2006,Development,0.2723,0.4943,0.389,low,moderate,low,9
TUN,Tunisia,2007,Development,0.2741,0.5085,0.3828,low,moderate,low,9
TUN,Tunisia,2008,Development,0.2865,0.5023,0.3921,low,moderate,low,9
TUN,Tunisia,2009,Development,0.2916,0.4862,0.4027,low,moderate,moderate,9
TUN,Tunisia,2010,Development,0.2836,0.4722,0.4057,low,moderate,moderate,9
TUN,Tunisia,2011,Development,0.297,0.4186,0.4392,low,moderate,moderate,9
TUN,Tunisia,2012,Development,0.2998,0.493,0.4034,low,moderate,moderate,9
TUN,Tunisia,2013,Development,0.2893,0.4735,0.4079,low,moderate,moderate,9
TUN,Tunisia,2014,Development,0.2788,0.4861,0.3963,low,moderate,low,9
TUN,Tunisia,2015,Development,0.2822,0.472,0.4051,low,moderate,moderate,9
TUN,Tunisia,2016,Development,0.2871,0.4738,0.4067,low,moderate,moderate,9
TUN,Tunisia,2017,Development,0.288,0.484,0.402,low,moderate,moderate,9
TUN,Tunisia,2018,Development,0.2826,0.4097,0.4364,low,moderate,moderate,8
TUN,Tunisia,2019,Development,0.2962,0.3993,0.4484,low,low,moderate,8
TUN,Tunisia,2020,Development,0.3034,0.2693,0.517,low,low,moderate,8
TUN,Tunisia,2021,Development,0.3101,0.4412,0.4345,low,moderate,moderate,8
TUN,Tunisia,2022,Development,0.3063,0.3938,0.4563,low,low,moderate,8
TUN,Tunisia,2023,Development,0.3026,0.3544,0.4741,low,low,moderate,8
TUN,Tunisia,2024,Development,0.3073,0.3679,0.4697,low,low,moderate,8
TUN,Tunisia,2005,Overall,0.2525,0.3668,0.4428,low,low,moderate,18
TUN,Tunisia,2006,Overall,0.2462,0.3751,0.4356,low,low,moderate,18
TUN,Tunisia,2007,Overall,0.2411,0.3767,0.4322,low,low,moderate,18
TUN,Tunisia,2008,Overall,0.2418,0.3739,0.434,low,low,moderate,18
TUN,Tunisia,2009,Overall,0.2484,0.3586,0.4449,low,low,moderate,18
TUN,Tunisia,2010,Overall,0.2362,0.3433,0.4464,low,low,moderate,18
TUN,Tunisia,2011,Overall,0.2768,0.3355,0.4706,low,low,moderate,18
TUN,Tunisia,2012,Overall,0.2622,0.3533,0.4545,low,low,moderate,18
TUN,Tunisia,2013,Overall,0.2893,0.3393,0.475,low,low,moderate,18
TUN,Tunisia,2014,Overall,0.2845,0.3405,0.472,low,low,moderate,18
TUN,Tunisia,2015,Overall,0.2925,0.3299,0.4813,low,low,moderate,18
TUN,Tunisia,2016,Overall,0.2923,0.3225,0.4849,low,low,moderate,18
TUN,Tunisia,2017,Overall,0.2929,0.3399,0.4765,low,low,moderate,18
TUN,Tunisia,2018,Overall,0.2941,0.2927,0.5007,low,low,moderate,17
TUN,Tunisia,2019,Overall,0.2699,0.2906,0.4897,low,low,moderate,17
TUN,Tunisia,2020,Overall,0.3021,0.2437,0.5292,low,low,moderate,17
TUN,Tunisia,2021,Overall,0.2517,0.2977,0.477,low,low,moderate,17
TUN,Tunisia,2022,Overall,0.2577,0.2757,0.491,low,low,moderate,17
TUN,Tunisia,2023,Overall,0.2468,0.2606,0.4931,low,low,moderate,17
TUN,Tunisia,2024,Overall,0.2537,0.2622,0.4958,low,low,moderate,17
ARE,United Arab Emirates,2005,Climate,0.0304,0.0,0.5152,very low,very low,moderate,2
ARE,United Arab Emirates,2006,Climate,0.0234,0.0,0.5117,very low,very low,moderate,2
ARE,United Arab Emirates,2007,Climate,0.0206,0.0,0.5103,very low,very low,moderate,2
ARE,United Arab Emirates,2008,Climate,0.0171,0.0,0.5086,very low,very low,moderate,2
ARE,United Arab Emirates,2009,Climate,0.022,0.0,0.511,very low,very low,moderate,2
ARE,United Arab Emirates,2010,Climate,0.0149,0.0,0.5075,very low,very low,moderate,2
ARE,United Arab Emirates,2011,Climate,0.013,0.0,0.5065,very low,very low,moderate,2
ARE,United Arab Emirates,2012,Climate,0.0125,0.0,0.5062,very low,very low,moderate,2
ARE,United Arab Emirates,2013,Climate,0.0126,0.0,0.5063,very low,very low,moderate,2
ARE,United Arab Emirates,2014,Climate,0.0124,0.0,0.5062,very low,very low,moderate,2
ARE,United Arab Emirates,2015,Climate,0.0145,0.0,0.5073,very low,very low,moderate,2
ARE,United Arab Emirates,2016,Climate,0.0151,0.0,0.5076,very low,very low,moderate,2
ARE,United Arab Emirates,2017,Climate,0.0154,0.0,0.5077,very low,very low,moderate,2
ARE,United Arab Emirates,2018,Climate,0.0143,0.0,0.5071,very low,very low,moderate,2
ARE,United Arab Emirates,2019,Climate,0.015,0.0,0.5075,very low,very low,moderate,2
ARE,United Arab Emirates,2020,Climate,0.0203,0.0,0.5102,very low,very low,moderate,2
ARE,United Arab Emirates,2021,Climate,0.0186,0.0,0.5093,very low,very low,moderate,2
ARE,United Arab Emirates,2022,Climate,0.0151,0.0,0.5076,very low,very low,moderate,2
ARE,United Arab Emirates,2023,Climate,0.0157,0.0,0.5078,very low,very low,moderate,2
ARE,United Arab Emirates,2024,Climate,0.0158,0.0,0.5079,very low,very low,moderate,2
ARE,United Arab Emirates,2005,Conflict,0.1134,0.4209,0.3463,very low,moderate,low,7
ARE,United Arab Emirates,2006,Conflict,0.106,0.4226,0.3417,very low,moderate,low,7
ARE,United Arab Emirates,2007,Conflict,0.0987,0.4215,0.3386,very low,moderate,low,7
ARE,United Arab Emirates,2008,Conflict,0.1181,0.428,0.345,very low,moderate,low,7
ARE,United Arab Emirates,2009,Conflict,0.0943,0.4578,0.3183,very low,moderate,low,7
ARE,United Arab Emirates,2010,Conflict,0.1124,0.4636,0.3244,very low,moderate,low,7
ARE,United Arab Emirates,2011,Conflict,0.1124,0.4603,0.326,very low,moderate,low,7
ARE,United Arab Emirates,2012,Conflict,0.1131,0.4467,0.3332,very low,moderate,low,7
ARE,United Arab Emirates,2013,Conflict,0.1151,0.4628,0.3261,very low,moderate,low,7
ARE,United Arab Emirates,2014,Conflict,0.1068,0.4554,0.3257,very low,moderate,low,7
ARE,United Arab Emirates,2015,Conflict,0.1108,0.4522,0.3293,very low,moderate,low,7
ARE,United Arab Emirates,2016,Conflict,0.1205,0.4519,0.3343,very low,moderate,low,7
ARE,United Arab Emirates,2017,Conflict,0.1187,0.4494,0.3347,very low,moderate,low,7
ARE,United Arab Emirates,2018,Conflict,0.1111,0.4416,0.3347,very low,moderate,low,7
ARE,United Arab Emirates,2019,Conflict,0.1114,0.4424,0.3345,very low,moderate,low,7
ARE,United Arab Emirates,2020,Conflict,0.1115,0.4745,0.3185,very low,moderate,low,6
ARE,United Arab Emirates,2021,Conflict,0.1107,0.4731,0.3188,very low,moderate,low,6
ARE,United Arab Emirates,2022,Conflict,0.1078,0.4738,0.317,very low,moderate,low,6
ARE,United Arab Emirates,2023,Conflict,0.1145,0.4684,0.3231,very low,moderate,low,6
ARE,United Arab Emirates,2024,Conflict,0.1141,0.472,0.3211,very low,moderate,low,6
ARE,United Arab Emirates,2005,Development,0.2032,0.5331,0.3351,low,moderate,low,6
ARE,United Arab Emirates,2006,Development,0.1993,0.6048,0.2973,very low,high,low,6
ARE,United Arab Emirates,2007,Development,0.1993,0.5238,0.3377,very low,moderate,low,6
ARE,United Arab Emirates,2008,Development,0.1847,0.5389,0.3229,very low,moderate,low,6
ARE,United Arab Emirates,2009,Development,0.1923,0.409,0.3916,very low,moderate,low,6
ARE,United Arab Emirates,2010,Development,0.1845,0.5059,0.3393,very low,moderate,low,6
ARE,United Arab Emirates,2011,Development,0.1604,0.5134,0.3235,very low,moderate,low,7
ARE,United Arab Emirates,2012,Development,0.1623,0.4926,0.3348,very low,moderate,low,7
ARE,United Arab Emirates,2013,Development,0.1543,0.4995,0.3274,very low,moderate,low,7
ARE,United Arab Emirates,2014,Development,0.1696,0.4898,0.3399,very low,moderate,low,7
ARE,United Arab Emirates,2015,Development,0.1742,0.4964,0.3389,very low,moderate,low,7
ARE,United Arab Emirates,2016,Development,0.1541,0.488,0.3331,very low,moderate,low,7
ARE,United Arab Emirates,2017,Development,0.1638,0.43,0.3669,very low,moderate,low,7
ARE,United Arab Emirates,2018,Development,0.1598,0.4574,0.3512,very low,moderate,low,7
ARE,United Arab Emirates,2019,Development,0.1611,0.463,0.349,very low,moderate,low,7
ARE,United Arab Emirates,2020,Development,0.18,0.363,0.4085,very low,low,moderate,7
ARE,United Arab Emirates,2021,Development,0.1724,0.476,0.3482,very low,moderate,low,7
ARE,United Arab Emirates,2022,Development,0.1715,0.5183,0.3266,very low,moderate,low,7
ARE,United Arab Emirates,2023,Development,0.1157,0.4944,0.3107,very low,moderate,low,8
ARE,United Arab Emirates,2024,Development,0.1035,0.4975,0.303,very low,moderate,low,8
ARE,United Arab Emirates,2005,Overall,0.1157,0.318,0.3988,very low,low,low,15
ARE,United Arab Emirates,2006,Overall,0.1096,0.3425,0.3835,very low,low,low,15
ARE,United Arab Emirates,2007,Overall,0.1062,0.3151,0.3956,very low,low,low,15
ARE,United Arab Emirates,2008,Overall,0.1067,0.3223,0.3922,very low,low,low,15
ARE,United Arab Emirates,2009,Overall,0.1029,0.2889,0.407,very low,low,moderate,15
ARE,United Arab Emirates,2010,Overall,0.104,0.3232,0.3904,very low,low,low,15
ARE,United Arab Emirates,2011,Overall,0.0953,0.3246,0.3853,very low,low,low,16
ARE,United Arab Emirates,2012,Overall,0.096,0.3131,0.3914,very low,low,low,16
ARE,United Arab Emirates,2013,Overall,0.094,0.3208,0.3866,very low,low,low,16
ARE,United Arab Emirates,2014,Overall,0.0963,0.3151,0.3906,very low,low,low,16
ARE,United Arab Emirates,2015,Overall,0.0999,0.3162,0.3918,very low,low,low,16
ARE,United Arab Emirates,2016,Overall,0.0966,0.3133,0.3916,very low,low,low,16
ARE,United Arab Emirates,2017,Overall,0.0993,0.2931,0.4031,very low,low,moderate,16
ARE,United Arab Emirates,2018,Overall,0.0951,0.2997,0.3977,very low,low,low,16
ARE,United Arab Emirates,2019,Overall,0.0958,0.3018,0.397,very low,low,low,16
ARE,United Arab Emirates,2020,Overall,0.1039,0.2792,0.4124,very low,low,moderate,15
ARE,United Arab Emirates,2021,Overall,0.1006,0.3164,0.3921,very low,low,low,15
ARE,United Arab Emirates,2022,Overall,0.0981,0.3307,0.3837,very low,low,low,15
ARE,United Arab Emirates,2023,Overall,0.082,0.3209,0.3805,very low,low,low,16
ARE,United Arab Emirates,2024,Overall,0.0778,0.3231,0.3773,very low,low,low,16
YEM,Yemen,2005,Climate,0.2572,0.0,0.6286,low,very low,high,2
YEM,Yemen,2006,Climate,0.2482,0.0,0.6241,low,very low,high,2
YEM,Yemen,2007,Climate,0.2415,0.0,0.6207,low,very low,high,2
YEM,Yemen,2008,Climate,0.2363,0.0,0.6181,low,very low,high,2
YEM,Yemen,2009,Climate,0.2321,0.0,0.6161,low,very low,high,2
YEM,Yemen,2010,Climate,0.2287,0.0,0.6144,low,very low,high,2
YEM,Yemen,2011,Climate,0.2259,0.0,0.6129,low,very low,high,2
YEM,Yemen,2012,Climate,0.3952,0.0,0.6976,low,very low,high,2
YEM,Yemen,2013,Climate,0.4114,0.0,0.7057,moderate,very low,high,2
YEM,Yemen,2014,Climate,0.4112,0.0,0.7056,moderate,very low,high,2
YEM,Yemen,2015,Climate,0.4704,0.0,0.7352,moderate,very low,high,2
YEM,Yemen,2016,Climate,0.5846,0.0,0.7923,moderate,very low,high,2
YEM,Yemen,2017,Climate,0.6284,0.0,0.8142,high,very low,very high,2
YEM,Yemen,2018,Climate,0.6701,0.0,0.835,high,very low,very high,2
YEM,Yemen,2019,Climate,0.6701,0.0,0.835,high,very low,very high,2
YEM,Yemen,2020,Climate,0.6701,0.0,0.835,high,very low,very high,2
YEM,Yemen,2021,Climate,0.6701,0.0,0.835,high,very low,very high,2
YEM,Yemen,2022,Climate,0.6701,0.0,0.835,high,very low,very high,2
YEM,Yemen,2023,Climate,0.6701,0.0,0.835,high,very low,very high,2
YEM,Yemen,2024,Climate,,0.0,1.0,,very low,very high,1
YEM,Yemen,2005,Conflict,0.2693,0.4541,0.4076,low,moderate,moderate,7
YEM,Yemen,2006,Conflict,0.257,0.4433,0.4069,low,moderate,moderate,7
YEM,Yemen,2007,Conflict,0.2738,0.448,0.4129,low,moderate,moderate,7
YEM,Yemen,2008,Conflict,0.3067,0.4295,0.4386,low,moderate,moderate,7
YEM,Yemen,2009,Conflict,0.3082,0.4408,0.4337,low,moderate,moderate,7
YEM,Yemen,2010,Conflict,0.332,0.4173,0.4574,low,moderate,moderate,7
YEM,Yemen,2011,Conflict,0.3591,0.4145,0.4723,low,moderate,moderate,7
YEM,Yemen,2012,Conflict,0.3792,0.4099,0.4846,low,moderate,moderate,7
YEM,Yemen,2013,Conflict,0.3411,0.4059,0.4676,low,moderate,moderate,7
YEM,Yemen,2014,Conflict,0.3736,0.3637,0.505,low,low,moderate,7
YEM,Yemen,2015,Conflict,0.4975,0.2957,0.6009,moderate,low,high,7
YEM,Yemen,2016,Conflict,0.3983,0.2963,0.551,low,low,moderate,7
YEM,Yemen,2017,Conflict,0.3976,0.3041,0.5468,low,low,moderate,7
YEM,Yemen,2018,Conflict,0.4242,0.2928,0.5657,moderate,low,moderate,7
YEM,Yemen,2019,Conflict,0.3833,0.2673,0.558,low,low,moderate,7
YEM,Yemen,2020,Conflict,0.4495,0.2754,0.5871,moderate,low,moderate,6
YEM,Yemen,2021,Conflict,0.6667,0.2693,0.6987,high,low,high,6
YEM,Yemen,2022,Conflict,0.3843,0.2677,0.5583,low,low,moderate,6
YEM,Yemen,2023,Conflict,0.3469,0.2764,0.5352,low,low,moderate,6
YEM,Yemen,2024,Conflict,0.3333,0.2694,0.532,low,low,moderate,6
YEM,Yemen,2005,Development,0.3794,0.3239,0.5277,low,low,moderate,8
YEM,Yemen,2006,Development,0.3551,0.3196,0.5177,low,low,moderate,8
YEM,Yemen,2007,Development,0.3522,0.3224,0.5149,low,low,moderate,8
YEM,Yemen,2008,Development,0.3438,0.321,0.5114,low,low,moderate,8
YEM,Yemen,2009,Development,0.3529,0.3163,0.5183,low,low,moderate,8
YEM,Yemen,2010,Development,0.3593,0.3625,0.4984,low,low,moderate,8
YEM,Yemen,2011,Development,0.3629,0.1215,0.6207,low,very low,high,8
YEM,Yemen,2012,Development,0.3987,0.2724,0.5631,low,low,moderate,8
YEM,Yemen,2013,Development,0.3915,0.3061,0.5427,low,low,moderate,8
YEM,Yemen,2014,Development,0.4068,0.2362,0.5853,moderate,low,moderate,8
YEM,Yemen,2015,Development,0.4344,0.1003,0.6671,moderate,very low,high,8
YEM,Yemen,2016,Development,0.472,0.1028,0.6846,moderate,very low,high,8
YEM,Yemen,2017,Development,0.4815,0.147,0.6672,moderate,very low,high,8
YEM,Yemen,2018,Development,0.5376,0.2168,0.6604,moderate,low,high,8
YEM,Yemen,2019,Development,0.5341,0.2188,0.6577,moderate,low,high,8
YEM,Yemen,2020,Development,0.5276,0.2031,0.6622,moderate,low,high,8
YEM,Yemen,2021,Development,0.5287,0.2006,0.664,moderate,low,high,8
YEM,Yemen,2022,Development,0.5425,0.1944,0.6741,moderate,very low,high,7
YEM,Yemen,2023,Development,0.5359,0.1947,0.6706,moderate,very low,high,7
YEM,Yemen,2024,Development,0.579,0.1197,0.7296,moderate,very low,high,4
YEM,Yemen,2005,Overall,0.302,0.2594,0.5213,low,low,moderate,17
YEM,Yemen,2006,Overall,0.2867,0.2543,0.5162,low,low,moderate,17
YEM,Yemen,2007,Overall,0.2892,0.2568,0.5162,low,low,moderate,17
YEM,Yemen,2008,Overall,0.2956,0.2501,0.5227,low,low,moderate,17
YEM,Yemen,2009,Overall,0.2978,0.2524,0.5227,low,low,moderate,17
YEM,Yemen,2010,Overall,0.3067,0.2599,0.5234,low,low,moderate,17
YEM,Yemen,2011,Overall,0.316,0.1787,0.5686,low,very low,moderate,17
YEM,Yemen,2012,Overall,0.391,0.2274,0.5818,low,low,moderate,17
YEM,Yemen,2013,Overall,0.3813,0.2373,0.572,low,low,moderate,17
YEM,Yemen,2014,Overall,0.3972,0.1999,0.5986,low,very low,moderate,17
YEM,Yemen,2015,Overall,0.4674,0.132,0.6677,moderate,very low,high,17
YEM,Yemen,2016,Overall,0.485,0.133,0.676,moderate,very low,high,17
YEM,Yemen,2017,Overall,0.5025,0.1504,0.6761,moderate,very low,high,17
YEM,Yemen,2018,Overall,0.544,0.1699,0.687,moderate,very low,high,17
YEM,Yemen,2019,Overall,0.5292,0.162,0.6836,moderate,very low,high,17
YEM,Yemen,2020,Overall,0.5491,0.1595,0.6948,moderate,very low,high,16
YEM,Yemen,2021,Overall,0.6218,0.1567,0.7326,high,very low,high,16
YEM,Yemen,2022,Overall,0.5323,0.154,0.6891,moderate,very low,high,15
YEM,Yemen,2023,Overall,0.5176,0.157,0.6803,moderate,very low,high,15
YEM,Yemen,2024,Overall,0.4562,0.1297,0.6632,moderate,very low,high,11
