country_iso3,country_name,indicator_id,indicator_label,pathway,theme,risk_measure,variable,unit,higher_is_worse,year,value,source_name,source_dataset,source_url,retrieved_at
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2016,1.93728569441748,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2017,2.17603929226557,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2018,3.17009319843308,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2019,5.00293087327998,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2020,9.19641021192227,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2021,11.6211882876443,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2022,3.05802244254419,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SDN,Sudan,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2023,3.46775963653224,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2000,0.928388791974155,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2001,0.835490334205585,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2002,0.330053915420351,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2003,0.593994922187153,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2004,0.459434539962709,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2005,0.269512340773793,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2006,0.0633624876734792,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2007,0.22071471338263,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2008,0.319692105376785,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2009,0.399709284581413,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2010,0.303248460869569,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2011,0.532773220491725,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2012,4.02782714919072,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2013,17.7968719040355,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
SYR,Syrian Arab Republic,DT.ODA.ODAT.GN.ZS,Financial dependence (aid),Development,Economy,Vulnerability,Net ODA received (% of GNI),% of GNI,True,2014,20.1860048241125,World Bank,World Development Indicators,https://data.worldbank.org/indicator/DT.ODA.ODAT.GN.ZS,2026-09-10T00:21:24+00:00
